sentence,sector,company,manual_label
"117th Year Integrated Report & Annual Accounts 2023-24 The primary objective of the Committee is to monitor and provide effective supervision of the Management’s financial reporting process, to ensure accurate and timely disclosures, with the highest levels of transparency, integrity and quality of financial reporting.",Manufacturing,TataSteel,Concrete
"We continue to invest in creating a safe, inclusive, and empowering workplace that These reflect our continued promotes diversity and equal opportunity. efforts to align with global Our focused efforts on gender diversity have resulted in women comprising 28.2% of our ESG benchmarks and workforce across roles and levels. enhance disclosure quality.",Banking,HDFC,Concrete
"Through our employee value proposition, we continue to activate Global Top Employer 2026 80% 77% 79% human wellness and experience by anchoring on meaningful purpose, enabling growth, enriching experiences, fostering a strong sense of connectedness.",IT,Infosys,Concrete
"Infosys Culture policies and programs were recognized by Work180 JAPAN Infosys teams in New Zealand, Canberra, Sydney, Driving social impact through employee in Australia, a targeted women’s recruitment portal.",IT,Infosys,Concrete
"ITC’s initiatives focus on nutrition and wellbeing, women empowerment, environment sustainability, food safety and education.",FMCG,ITC,Vague
"Our reporting is guided by the initiatives, we continue to reduce the amount of and dry bins, and further segregation into different not only to minimize environmental impact Global Reporting Initiative (GRI) 306: Waste 2020 waste sent to landfills.",IT,Infosys,Concrete
"Details of significant investments in subsidiaries, joint ventures and associates (Contd.) (% Direct Holding) As at As at Country of Incorporation March 31, 2024 March 31, 2023 (c) Joint ventures (1) Andal East Coal Company Private Limited India 33.89 33.89 (2) Industrial Energy Limited India 26.00 26.00 (3) Jamipol Limited India 7.11 7.11 (4) mjunction services limited India 50.00 50.00 (5) Nicco Jubilee Park Limited India 1.23 1.23 (6) Tata NYK Shipping Pte Ltd.",Manufacturing,TataSteel,Concrete
Similar institutions have been created in other interventions also to 2.0 199 & Growth Social - Social Stewardship Contribution to UN SDGs SDG / SDG Target Select Interventions by ITC 7.2: Share of renewable 2030 S2.0 Target achieved 7 years in advance: 50% of ITC’s energy Energy Consumption from Renewable Sources.,FMCG,ITC,Concrete
"Subsidiary-related Risks Governance issues or Controlled through structured Risks originating from actions missteps in subsidiaries governance, subsidiary- taken by subsidiary companies may affect group level risk committees, and performance and reporting mechanisms to the compliance. parent company.",Banking,HDFC,Concrete
"The courses will focus on tennis and leadership, So far, our volunteers have delivered 125 sessions, developing tennis in neighborhoods, and how tennis totaling 3,527 minutes. can be a tool for education and inclusion.",IT,Infosys,Vague
117th Year Integrated Report & Annual Accounts 2023-24 » Controlling Freight/logistics costs: Tata Steel has been able to maintain its shipping spend within the plan through continuous portfolio management and hedging initiatives. » Sustainability Initiatives: Supply Chain has strengthened tracking and measurement of Scope 3 emissions and has proactively undertaken several initiatives for its commitment towards a greener supply chain.,Manufacturing,TataSteel,Concrete
"Narendran Koushik Chatterjee Parvatheesam Kanchinadham Partner Independent Independent Chief Executive Officer Executive Director Company Secretary & Membership Number 100332 Director Director & Managing Director & Chief Financial Officer Chief Legal Officer DIN: 00356188 DIN: 10083454 DIN: 03083605 DIN: 00004989 (Corporate & Compliance) ACS: 15921 Mumbai, May 29, 2024 F31 117th Year Integrated Report & Annual Accounts 2023-24 NOTES forming part of the standalone financial statements 1.",Manufacturing,TataSteel,Concrete
"Our strategic focus on profitable growth, diversified distribution, customer-centricity and building a future-ready organisation has allowed us to navigate the challenging external environment.",Banking,HDFC,Vague
"In fiscal 2025, at the halfway mark, we share some of positive in 2030, these journeys with you in this ESG report, engineering the path proof of what is possible when purpose meets action, as we continue to move ahead, mining with precision. insights to deliver impact.",IT,Infosys,Concrete
"Gross wages paid to females as % of total wages paid by the entity, in the following format: Tata Steel Standalone Tata Steel Consolidated FY2023-24 FY2022-23 FY2023-24 FY2022-23 Gross wages paid to females as % of total 7 7 8 8 wages Note 1: For this indicator, Wages include the following components of Employee Benefit Expenses as per Note 27 of Audited Standalone Financial Statements for the year ended March 31, 2024 - i) Salaries and wages ii) Contribution to provident and other funds.",Manufacturing,TataSteel,Concrete
"Expansion brings 2020 with it increased carbon emissions, resource consumption, and environmental pressure.",IT,Infosys,Concrete
"The Company Reducing emissions helps improve the Company’s has also expanded its green mobility fleet for transporting finished goods to reputation and aligns with its Net Zero target. ~300 alternative-fuel vehicles, a 57% increase from FY2023-24.",Manufacturing,TataSteel,Concrete
"In 2020, we undertook a review of the progress we made over the past decade on our sustainability goals and developed the lens further in a more practical and comprehensive manner, to broaden our ESG focus and rank our priorities in order of their importance to our business and our stakeholders.",IT,Infosys,Concrete
"The Constellation leaders employee sentiments and feedback through its Attrition score remains low at 14% when compared institutionalized a Quarterly Check-ins program also commenced work on cross-functional, Pulse survey.",IT,Infosys,Concrete
"Refuse Reuse Recycle sewage treatment plants is treated in solar drying greenhouses, and the resulting dry sludge is mixed Waste is an important dimension of the HSEMS with compost and used in landscaping. policy, aligned with ISO 14001:2015 standards across all India locations in line with our HSE Strategy.",IT,Infosys,Concrete
"Studying the effects of high scrap contents on high-strength and clean steels. » HIsarna Technology: Engineering for upscaling to 1 million tonnes/year demo plant started in FY2021-22 and continued through FY2022-23, in collaboration with a team in Jamshedpur, India.",Manufacturing,TataSteel,Concrete
"Infosys ESG Report 2025-26 | 72 composting, and reuse.",IT,Infosys,Concrete
"Guided programs in e-governance, by this vision, we have empowered over 125 million lives through our Tech for Good initiatives—exceeding our target of impacting 80+ million healthcare, and education lives by 2025 across education, healthcare, and e-governance.",IT,Infosys,Concrete
"External Document © 2026 Infosys Limited and design decisions, Infosys commitment to source 100% renewable demonstrates how LCA-led infrastructure electricity by 2030.",IT,Infosys,Concrete
"Deepak Kapoor, Chairperson of CSR&S Committee was present at the Annual General Meeting of the Company held on Wednesday, July 5, 2023.",Manufacturing,TataSteel,Concrete
40 lakes across our campuses have a capacity Enabling to store over 430 million liters of rainwater.,IT,Infosys,Concrete
"Further, List of Material Subsidiaries: Subsidiaries whose total income / net Date of appointment of SN worth exceeds 10% of the Group's total Name of statutory auditors Date of Incorporation Place of Incorporation statutory auditors income/ net worth As on March 31, 2023 1 Tata Steel IJmuiden BV October 5, 2017 June 28,1972 PriceWaterhouseCoopers 2 Tata Steel Nederland BV October 5, 2017 September 20, 1918 The Netherlands Accountants NV 3 Tata Steel Netherlands Holdings B.V.",Manufacturing,TataSteel,Concrete
"London, United Kingdom Infosys Denmark participated in DHL Colleagues prepared handwritten Stafetten, Denmark’s largest corporate appreciation cards for youth workers, relay race, joining more than 30,000 accompanied by vouchers and a charitable donation to London runners for a day focused on movement, Youth, reinforcing our long-standing teamwork, and community engagement. commitment to youth empowerment.",IT,Infosys,Vague
"Tata Steel Minerals Canada Limited (TSMC) These companies constitute 99% of Tata Steel’s consolidated revenues, 95% of Tata Steel Group’s employee base and 99% of Tata Steel Group’s emission footprint.",Manufacturing,TataSteel,Concrete
No. of employees/workers that are rehabilitated and placed in suitable Total no. of affected employees/workers employment or whose family members have been placed in suitable employment FY2023-24 FY2022-23 FY2023-24 FY2022-23 Employees 4 11 2 2 Workers 20 15 9 4 117th Year Integrated Report & Annual Accounts 2023-24 192 4.,Manufacturing,TataSteel,Concrete
"In January 2024, TSN commissioned its largest environmental installation, a dedusting installation at its IJmuiden Pellet Plant.",Manufacturing,TataSteel,Concrete
An inclusion of 14 locations globally in the reporting boundary during the current year attributed to a 2.8% increase leading to an overall increase in electricity consumption. .,IT,TCS,Concrete
"The centre at Imperial College London is Safety leadership continues to be demonstrated with focused on Sustainable Design and Manufacturing and through senior leadership, audits, across the business. enables the acceleration of technology development and deployment in strategic areas, attract talent, To further improve the level of safety on TSN sites, and strengthen the industry-academia collaborative TSN is implementing an additional strategy to create a eco-system.",Manufacturing,TataSteel,Vague
"The process is sustainability governance. operationally supported by KFin Technologies Ltd., the Company’s Registrar and Transfer Agent, to For a detailed overview, refer to the ‘Advancing Environmental ensure prompt handling of shareholder requests and Stewardship’ section on correspondence.",Banking,HDFC,Concrete
"Liquidity Risk Insufficient liquidity can Mitigated through cash flow Inability to liquidate an asset or restrict the Company’s tracking, investments in high- to meet contractual obligations ability to meet quality and liquid assets, and when due obligations or pursue compliance with regulatory strategic growth. investment norms.",Banking,HDFC,Concrete
"Integrated Report and Business Responsibility and Sustainability Report In keeping with the Company’s valued tradition of ‘thinking about society and not just the business’, in 2016, Tata Steel Limited transitioned from compliance based reporting to governance based reporting by adopting 117th Year Integrated Report & Annual Accounts 2023-24 the <IR> framework of the IFRS Foundation.",Manufacturing,TataSteel,Concrete
"FY2024-25 FY2023-24 Number of Number of complaints complaints pending Number of complaints filed Number of complaints pending filed during the year resolution at close of during the year resolution at close of the year the year 1,502 192 1,033 125 118th Year | Integrated Report & Annual Accounts 2024-25 | 139 Stakeholder Group Grievance Redressal Mechanism in Place Customers Tata Steel uses an 8D Complaint Management Process to solve critical problems.",Manufacturing,TataSteel,Concrete
"Protocols aligned with the UNGPs, OECD Guidelines, IFC PS, SA8000:2014, ILO framework, Tata Group Business and Human Rights Guidelines, and national laws guided the audits.",Manufacturing,TataSteel,Concrete
"Water User Groups (WUGs), Agri-Business Centres (ABCs), work with women farmers, and the creation ITCMAARS will progressively cover as many of rural infrastructure for improving adaptive capacity as 4,000 FPOs, empowering 10 million Indian Mission Sunehra Kal for farmers by 2030.",FMCG,ITC,Concrete
"Your feedback and Personal Data Protection Act, 2023, both partnership remain vital as we continue during the development of the regulation to build a future that is resilient, inclusive, and subsequent formulation of the DPDP and sustainable for all.",IT,Infosys,Concrete
"Energy Conservation Measures ITC Units focus on energy efficiency through process improvements, and investing in low-carbon technologies.",FMCG,ITC,Vague
"In our quest River basin water positive in 5 years has to raise the bar even higher, 12 of our hotels ITC’s Climate Smart Agriculture emboldened us to implement four more Circularity and Product have become the first in the world to receive programme has benefitted 10.5 lakh such river regeneration projects.",FMCG,ITC,Concrete
"The Steel Recycling Business (SRB) is responsible for sourcing and supplying Net Zero by 2045, Tata Steel has increased the entire scrap requirement of Tata Steel in India.",Manufacturing,TataSteel,Concrete
External Document © 2026 Infosys Limited environmental impacts.,IT,Infosys,Concrete
"Farmer Awareness and Training Creating Market Linkages Consumer Awareness In view of the International Year of Millets To build awareness and promote good To cater to the demand for its products, ITC is ITC's world-class Indian Brands anchor (IYOM) 2023, ITC launched Mission Millets, agricultural practices amongst the farmers, currently sourcing required Millets (Sorghum, millet-based products.",FMCG,ITC,Concrete
"Established in 1988, the central businesses, people and communities. body maintains deep, multi-stakeholder relationships with the government, U.S.–India Strategic Partnership Forum industry leaders, academia and (USISPF) international bodies.",IT,Infosys,Concrete
"2 sequestered to 2.0 53 & Growth Social - Environmental Stewardship Climate Change Transitioning to a Low Carbon Economy: Decarbonisation Across the Value Chain In FY 2023-24, ITC completed a baseline study to understand its GHG footprint across the entire value chain.",FMCG,ITC,Concrete
"In FY 2025, we had 20+ and various electronic accessories. partner with local schools and NGOs for student Our focused efforts on reducing diversion from publications, spanning introduction to sustainability, outreach programs.",IT,Infosys,Concrete
The Company is and inclusion. nurtures these relationships committed to be Net Zero through long-established and by 2045. constantly evolving forums.,Manufacturing,TataSteel,Concrete
42 GRI 308-1 43 GRI 306-2 136 Business Responsibility & Sustainability Report Leadership Indicators 1.,IT,TCS,Concrete
Inclusive Value Chain FY 2019-20 FY 2020-21 FY 2021-22 FY 2022-23 FY 2023-24 → The fibre used at the Kovai Unit is either ITC encourages competency development recycled or reclaimed fibre.,FMCG,ITC,Concrete
"Infosys ESG Report 2025-26 | 152 Collaborations with industry bodies, regulators and standard setting firms Independent Data Privacy Office (DPO) At Infosys, the independent DPO plays the role of architect and checker, while business enabling functions and units are the makers, with independent audits being carried out periodically by our Quality team and external bodies.",IT,Infosys,Concrete
"Overall, ITC’s mother and child health and Understanding the need for high-quality nutrition programme covered 14.61 lakh doorstep eye care for the community, ITC Mobile Vision Unit (MVU) in Uttar Pradesh beneficiaries during the year. has also initiated an innovative intervention for eye care under which two Mobile Vision Healthcare Units (MVU) were pressed into service in hospital for further management.",FMCG,ITC,Concrete
"The pledge Besides, we have also developed self is signed by 100% of our managers learning modules on ‘Safety training’ who have set the culture of becoming role and ‘How to make an emergency models for their teams.",Banking,HDFC,Concrete
Indian Corporate Governance Score Card 2023 by the Institutional Investor Advisory Services (IiAS) HDFC Life secured the ‘Leadership’ category in the Indian Corporate Governance Scorecard Assessment 2023 by the Institutional Investor Advisory Services (IiAS).,Banking,HDFC,Concrete
"The announcement is part of of deliveries of next-generation, green- development and scale-up. the UK-India Hydrogen Partnerships, fuel-powered commercial vehicles, To increase renewable energy use, which builds on the UK-India Hydrogen including Prima tractor-trailers, tippers, Tata Steel commissioned a floating Hub announced by the UK and Indian and the Ultra EV bus, all powered by low solar power project with a capacity of Prime Ministers in 2022.",Manufacturing,TataSteel,Concrete
"More This year, 1,100+ suppliers were assessed than 84% of our workforce is enabled in for ESG – strengthening transparency AI, progressing in line with our efforts and climate accountability across our to make our entire workforce future- ecosystem. ready.",IT,Infosys,Concrete
"Led by a dedicated CSR team, each project is thoughtfully assessed and approved by our Board CSR and ESG Committee ensuring strong governance, transparency, and alignment with the Companies Act, 2013.",Banking,HDFC,Concrete
"In the Netherlands and the UK, Tata Steel to achieve Net Zero emissions by 2045, making the has taken steps towards low emission steelmaking.",Manufacturing,TataSteel,Concrete
"The BioConserve platform is a digital forum that allows collaboration and Summit 2026 highlights: knowledge-sharing to catalyze the transformation of urban campuses into • 200+ participants, including corporate biodiversity hubs.",IT,Infosys,Concrete
"With increased strength in passenger safety cells, this product offers weight saving opportunities of up to 15%.",Manufacturing,TataSteel,Concrete
75 | External Document © 2025 Infosys Limited INSIGHT TO IMPACT ENVIRONMENT SOCIAL GOVERNANCE Performance on Governance Goals Corporate Governance Data Privacy Information Management comprehensive Managed Protection Detection and Response (MPDR) for our global customers.,IT,Infosys,Concrete
Saurabh Agrawal(3) NA NA median remuneration of employees in the Independent Directors Financial Year 2023-24: (8.01%) Mr.,Manufacturing,TataSteel,Concrete
"Sustained margin expansion decarbonisation, building green infrastructure, and Outlook on the back of premiumisation, delayering For FY 2023-24, Gross Revenue and scaling up carbon sequestration, promoting operations, agile cost management, and EBITDA stood at ₹694.46 billion and climate-smart and regenerative agriculture, The global economy witnessed another year judicious pricing actions led to robust growth in ₹244.79 billion, respectively.",FMCG,ITC,Concrete
"Steel is ideally suited to a circular economy: it is durable and flexible with a long lifespan, provides many opportunities for its reuse and product life extension, is easily recovered and recycled after scrapping due to its magnetic properties, and can produce new steel using well-proven low-carbon technology.",Manufacturing,TataSteel,Concrete
"Amsterdam, The Netherlands Employees partnered with volunteers from Liberty Global to assemble care boxes for Foor El Qaar, supporting Infosys employees joined more than 30,000 families and individuals facing runners in DHL Stafetten, Denmark’s largest hardship. corporate relay race.",IT,Infosys,Concrete
"Accessibility of workplaces Are the premises / offices of the entity accessible to differently abled employees and workers, as per the requirements of the Rights of Persons with Disabilities Act, 2016 (RPWD 2016 Act)?",IT,TCS,Concrete
"Environment Protection Act, 1986 and the rules, and Company’s Affairs in pursuance of the above referred laws, notifications issued thereunder. rules, regulations, guidelines, standards, etc.",Manufacturing,TataSteel,Concrete
"The Company entered into the and drive impactful outcomes across our espouses the cause of addressing mental and inclusive value chains support over 6 prestigious 'A' League for ‘CDP Water’ and value chains. health issues. ‘Vivel’ champions women’s million livelihoods, and we aim to increase this retained the 'A-Leadership' in 'CDP Climate' empowerment.",FMCG,ITC,Vague
"ITC’s Paper Business was started to promote Through these programmes, ITC has been able sustainable forest management practices in the to collect and sustainably manage ~70,000 MT value chain and secure the supply of pulpwood of plastic packaging waste, which is more than for its paper mills.",FMCG,ITC,Concrete
"A detailed investigation process Grievance Management ensures fairness for all involved, with an opportunity to present facts and any Infosys is committed to providing a material evidence. safe and positive work environment.",IT,Infosys,Vague
"In FY 2022-23, we The ESG Management Committee acknowledges conducted a materiality assessment to determine that it has applied its collective judgement in our key topics.",Banking,HDFC,Concrete
"During the last year, Providers enshrines the Company’s unwavering over 10,900 employees were covered under focus on fair treatment, human rights, good the collective bargaining process across labour practices, environmental conservation, India.",FMCG,ITC,Vague
"The SA8000:2014 policy covers various aspects of human rights such as child labour, forced or compulsory labour, health and safety, freedom of association and collective bargaining, non-discrimination, disciplinary practices, working hours, compensation practices, and management systems.",Manufacturing,TataSteel,Concrete
"We aim to improve the lives of those around us through various programmes and initiatives focussing on the following three core areas: Our Core Focus Areas Education and Healthcare Environmental Livelihood and Sanitation Sustainability Our initiatives are guided by a Swabhimaan targeting key areas such as quality comprehensive CSR policy which Swabhimaan is our umbrella for education, sustainable cities and aligns with Schedule VII, Section 135 executing CSR initiatives.",Banking,HDFC,Vague
ITC took up climate risk 300-350 feet.,FMCG,ITC,Vague
"Scan QR code for Agroforestry video EExxtteerrnnaall DDooccuummeenntt ©© 22002266 IInnffoossyyss LLiimmiitteedd Restore Carbon offset programs Since 2016, Infosys has actively pursued carbon reduction projects across India, with a focus on expanding energy access for rural communities.",IT,Infosys,Concrete
"During the year, over 14,485 acres of fruit tree plantations were On-farm Livelihood Diversification: promoted, taking the cumulative total to Social Forestry 16,200 acres.",FMCG,ITC,Concrete
"The Code has been published in the Gazette of India and subsequently on November 13, 2020 draft rules were published and invited for stakeholders’ suggestions.",Manufacturing,TataSteel,Concrete
"Prepare for Employment Program (PEP), offering Building inclusive infrastructure & policies In fiscal 2025, Infosys introduced inclusive restrooms across all India campuses, taking a tangible step toward making our physical spaces welcoming and safe for all gender identities.",IT,Infosys,Concrete
Golden Peacock Award for Excellence in Corporate Governance 2023 HDFC Life won the 'Golden Peacock Award' for Excellence in Corporate Governance 2023.,Banking,HDFC,Concrete
"In relation to the likely investments required for the de-carbonisation of TSN operations driven by regulatory changes in Europe and F261 117th Year Integrated Report & Annual Accounts 2023-24 NOTES forming part of the consolidated financial statements Netherlands, inter alia, the scenarios consider that the Dutch Government will provide a certain level of financial support to execute the decarbonisation strategy, which are being discussed between the Company /TSN and Dutch Government.",Manufacturing,TataSteel,Concrete
It thereby 115 kilotonnes of carbon annually. a memorandum of understanding goes beyond the Greenhouse Gas This will make ~49% of Tarapur and (MoU) to co-create innovative models Protocol and uses traditional accounting Khopoli power green.,Manufacturing,TataSteel,Concrete
External Document © 2026 Infosys Limited Infosys employees took part in the J.P.,IT,Infosys,Concrete
"How we do it E-waste, 6.5 tonnes of Paper waste, and 0.1 tonnes  We stand firm on our commitment to climate of Plastic waste. action, and we continue to progress on our journey  In FY 2023-24, our water consumption remained at to decarbonisation as per our defined pathway.",Banking,HDFC,Concrete
"Further, in FY 2023-24 we refreshed our material topics through an internal assessment to ensure the continued relevance and alignment of the topics with our priorities and the sustainability landscape.",Banking,HDFC,Concrete
"This commitment has been recognized through our Global Top As artificial intelligence reshapes Employer 2026 certification in 20 industries and work at scale, inclusive countries and our inclusion among India’s growth depends on our ability to Best Employers Among Nation Builders enable continuous learning and large- 2025 by Great Place to Work®.",IT,Infosys,Concrete
"Capex 37% 18% Includes investments in low CO emission transition, other air 2 emission (SOx, NOx and dust) reduction, water conservation and effluent treatment, solid waste utilisation, improvement of safety and employee welfare initiatives.",Manufacturing,TataSteel,Concrete
"In the UK, all value chain partners are risk assessed initially and periodically for health & safety, adhering to OHSAS 18001/ISO 45001:2018, ISO14001:2015 & ISO9001:2015 standards.",Manufacturing,TataSteel,Concrete
Working hours are monitored to prevent excessive Infosys ESG Report 2025-26 | 126 workloads and to support employee Gender pay indicators well-being.,IT,Infosys,Concrete
"97 What’s Next In the coming year, we aim to build on our cultural strengths by deepening inclusion, advancing capability development through digital learning, and fostering stronger connections through transparent, trust-led engagement.",Banking,HDFC,Vague
"As per a recent third-party study, 1.6 million acres. recently commissioned a state-of-the-art of climate change is imperative.",FMCG,ITC,Concrete
"In addition to the internal assessments, some sites are certified to SA8000:2014 by Discrimination at workplace third party and human rights due diligence were conducted covering all business units based on Wages sample basis.",Manufacturing,TataSteel,Concrete
"Mission Sunehra Kal for Page 160 Sustainable and Inclusive In FY 2023-24, water-efficient agri-practices promoted by ITC have been adopted by Growth farmers across nearly 1.5 million acres spanning 15 crops.",FMCG,ITC,Concrete
"118th Year | Integrated Report & Annual Accounts 2024-25 | 148 Governance, Leadership and Oversight 7.",Manufacturing,TataSteel,Concrete
"The process Network for Quality (ANQ) Congress, Company remains committed to includes benchmarking of operating Tata Steel bagged the Best Paper driving forward, and setting new performance indicators and identifying Award. standards of excellence in all its enablers to achieve best-in-class yield, Tata Steel continued to excel at endeavours. energy efficiency, throughput, quality, the national forums of repute.",Manufacturing,TataSteel,Vague
"Davos Global Engagements Demonstrating its deep-rooted commitment Infosys is an active member of the WEF’s Alliance of Infosys actively contributes to global thought to sustainability, Infosys ensured a completely CEO Climate Leaders, a coalition of business leaders leadership through the participation of its key carbon-neutral presence at Davos 2025.",IT,Infosys,Concrete
119 117th Year Integrated Report & Annual Accounts 2023-24 Value Creation Climate Change Report a competitive regulatory environment.,Manufacturing,TataSteel,Concrete
"306 The CSR policy is available on our website at https://www. tatasteel.com/media/11804/tata-steel-csr-policy-latest-2019. pdf 4 (Four) meetings of the CSR&S Committee were held during the financial year ended March 31, 2024.",Manufacturing,TataSteel,Concrete
Key products and platforms 06 | External Document © 2025 Infosys Limited INSIGHT TO IMPACT ENVIRONMENT SOCIAL GOVERNANCE Introduction Message from the CFO Corporate Overview Approach to Reporting ESG Highlights Our ESG Priorities Infosys ESG Report 2024-25 Infosys has stayed true to the vision of the founders – to continue to earn the respect of our stakeholders globally.,IT,Infosys,Concrete
"77 117th Year Integrated Report & Annual Accounts 2023-24 Value Creation Manufactured Capital Making steel manufacturing process green Along with capacity expansion, Tata Steel remains focused on improving the sustainability performance of its assets.",Manufacturing,TataSteel,Concrete
"532540 Dear Sirs, Sub: Business Responsibility and Sustainability Reporting Pursuant to Regulation 34(2)(f) of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we are submitting herewith the the Business Responsibility and Sustainability Report for Financial Year (FY) 2023- 24, which also forms part of the Integrated Annual Report for FY 2023-24, submitted to the Exchanges vide letter no.",IT,TCS,Concrete
2027: Coverage of 100% critical supply chain partners for ESG risk assessment for Tata Steel Limited. b.,Manufacturing,TataSteel,Concrete
"In FY 2023 and FY 2024, business travel emissions also include hotel stays at various geographies during business travel.",IT,TCS,Concrete
"In the past three years, these projects have added 4.3 200+ people 100+ companies billion liters of water capacity across multiple states, contributing to aquifer recharge, flood-risk mitigation, and the revival of degraded water bodies into thriving community ecosystems. participated in BioConserve Summit 2026 Climate solutions ASSURE We have taken our sustainability expertise to deliver impactful solutions for our clients.",IT,Infosys,Concrete
STAKEHOLDER ENGAGEMENT AND MATERIALITY 59 Stakeholder Engagement 60 Materiality 64 Decline in LTIFR in % the past 15 years 117th Year Integrated Report & Annual Accounts 2023-24 58 59 117th Year Integrated Report & Annual Accounts 2023-24 .,Manufacturing,TataSteel,Concrete
Distribution of tablets by Infosys Springboard Springboard Makers Lab on Wheels 36 | External Document © 2025 Infosys Limited INSIGHT TO IMPACT ENVIRONMENT SOCIAL GOVERNANCE Samskruti College students get hands-on experience in robotics with the SpringBoard Maker Lab on wheels.,IT,Infosys,Concrete
"With recent ground granulated blast furnace is also following this trend and has certifications, over 90% of Tata Steel's slag (GGBS), which serves as an increased its focus towards enhancing production in India is now from alternative cementitious material in the focus on sustainability.",Manufacturing,TataSteel,Concrete
"Narendran Koushik Chatterjee Parvatheesam Kanchinadham Partner Independent Independent Chief Executive Officer Executive Director Company Secretary & Membership Number 100332 Director Director & Managing Director & Chief Financial Officer Chief Legal Officer DIN: 00356188 DIN: 10083454 DIN: 03083605 DIN: 00004989 (Corporate & Compliance) ACS: 15921 Mumbai, May 29, 2024 F27 117th Year Integrated Report & Annual Accounts 2023-24 STATEMENT OF CHANGES IN EQUITY for the year ended March 31, 2024 A.",Manufacturing,TataSteel,Concrete
"Tata Steel is committed to sustainable development and human rights protection, with mechanisms for addressing grievances.",Manufacturing,TataSteel,Vague
Infosys ESG Report 2025-26 | 90 Infosys Foundation USA is driving computer science education at scale through targeted programs.,IT,Infosys,Concrete
"Renewable Electricity 93% Grey Electricity 7% Description Emissions (tCO₂e) Gross emissions 163 tCO2e REGOs cancelled (1,500,000 kWh) 843 MWh Net Scope 2 emissions (market-based) 0.0 We sourced 7% of our electricity through Renewable Energy Guarantees of Origin (REGOs), ensuring that all purchased electricity was generated from UK-based renewable sources.",IT,TCS,Concrete
"89 117th Year Integrated Report & Annual Accounts 2023-24 Value Creation Human Capital Under the ‘Flames of Change’ ‘Women of Mettle’, one of the The ‘Women@Mines’ programme initiative, Tata Steel recruited 23 Company’s ‘Campus Connect’ aims to provide technical training women to create the first-ever crew initiatives, is a pioneering to unskilled women workers and of female firefighters in the steel scholarship programme to induct enable them to work in core jobs industry in India.",Manufacturing,TataSteel,Concrete
Recognition: » The project ‘Sustainable Utilisation of LD Sludge in Pellet’ at TSM adjudged as the ‘Most Innovative Project’ at the CII National Award for Environmental Best Practices 2023. vi) Ferro Alloys and Minerals Division The Company’s Ferro Alloys and Minerals Division (‘FAMD’) is one of the leading producer of Ferro Chrome and Manganese alloys in India.,Manufacturing,TataSteel,Concrete
"This fosters a sense of community Supporting women through life stages development • F ocus on AI and digital transformation: More and provides access to invaluable guidance and Our parental leave programs reflect our dedication In pursuit of our ESG 2030 Vision, we continue to than 250 women leaders completed a specialized career development resources.",IT,Infosys,Concrete
This continue to evaluate and upgrade its a cornerstone in supporting the achievement marks a significant stride technology stack to ensure it meets trajectory of the enterprise towards a in propelling the function towards the emerging compliance demands. sustainable future. sustained operational excellence.,Manufacturing,TataSteel,Vague
"In our opinion and to the best of our information and standalone financial statements under the provisions of according to the explanations given to us, the aforesaid the Act and the Rules thereunder, and we have fulfilled standalone financial statements give the information our other ethical responsibilities in accordance with these required by the Companies Act, 2013 (“the Act”) in the requirements and the Code of Ethics.",Manufacturing,TataSteel,Concrete
"Therefore, establishing a linkage between This focus on SOC aligns with the principles of biodiversity and livelihoods makes it meaningful regenerative agriculture.",FMCG,ITC,Vague
"We aim to achieve a 10% reduction year on year in energy consumption, material use, and waste generation, while becoming a zero waste to landfill producer by 2026.",IT,TCS,Concrete
"In 2023-24, 10,106 Anganwadi officials were created for cascading training 2024, covering 54,500 Anganwadi Sevikas. the capacity of Integrated Child Development Sevikas underwent refresher training through to Anganwadis, which would ensure the This expansion aims to benefit 16 lakh children Services (ICDS) officials, supervisors, and a cascade methodology.",FMCG,ITC,Concrete
"Its long-term relationships environmental management Tata Steel is committed to with customers, suppliers, and resource optimisation cultivating a future-ready and communities is key to the projects across the geographies culture that prioritises safety Company’s business sustainability to manage its ecological and embraces diversity, equity, and core strategy.",Manufacturing,TataSteel,Vague
"For Scope 2 emissions – for India, the source is the emission factor is the CO2 Baseline Database for the Indian Power Sector, User Guide, Version 19.0, December 2023, published by the Central Electricity Authority of India.",IT,TCS,Concrete
"What we achieved  With the launch of our employee resource groups led by senior leaders, we aim to drive the inclusive agenda  26.9 % of our workforce are women, and we have beyond HR into a company-wide effort. been recognised as the Best Organisation for Women 2024 by Economic Times, ranked amongst the 100 Capitals Impacted Best Companies for Women in India 2023 by Avtar and termed the Exemplar of Inclusion 2023 by Seramount.",Banking,HDFC,Concrete
